eQTL_gene_id,eQTL_gene,chromosome,eQTL_peak,eQTL_left,eQTL_right,eQTL_LOD,eQTL_gene_dist,eQTL_cis,eQTL_gene_description
YJL181W,RBH1,7,117896,95510,146946,8.088694858,,False,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication"""
YJL180C,ATP12,7,141743,120933,147698,6.361812241,,False,"""Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency"""
YJL176C,SWI3,7,140631,120933,147686,4.173988615,,False,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions"""
YJL174W,KRE9,7,146595,86411,649105,3.200334506,,False,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects"""
YJL172W,CPS1,7,229363,55299,248225,4.052709791,,False,"""Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions"""
YJL171C,TOH1,7,189229,143359,316588,4.369908212,,False,"""GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1 ; a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress"""
YJL167W,ERG20,7,140030,124761,146946,11.2253538,,False,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis"""
YJL166W,QCR8,7,138853,123568,170880,8.971491979,,False,"""Subunit 8 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p"""
YJL165C,HAL5,7,181036,141481,205155,3.862284913,,False,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication"""
YJL164C,TPK1,7,174098,106314,196275,6.911987101,,False,"""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; phosphorylates and inhibits Whi3p to promote G1/S phase passage; partially redundant with Tpk2p and Tpk3p; phosphorylates pre-Tom40p ; which impairs its import into mitochondria under non-respiratory conditions; TPK1 has a paralog ; TPK3 ; that arose from the whole genome duplication"""
YJL163C,YJL163C,7,169257,120933,181036,8.140043893,,False,"""Putative protein of unknown function"""
YJL161W,FMP33,7,172407,88301,184145,6.108007148,,False,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YJL158C,CIS3,7,192137,126626,227872,7.417191731,,False,"""Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family"""
YJL157C,FAR1,7,106314,92820,140290,4.116077196,,False,"""CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation ; releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone ; phosphorylation of Far1p by MAPK Fus3p results in association with ; and inhibition of Cdc28p-Cln ; as well as Msn5p mediated nuclear export of Far1p-Cdc24p ; targeting Cdc24p to polarity sites"""
YJL156C,SSY5,7,141481,108238,146946,6.726836522,,False,"""Serine protease of SPS plasma membrane amino acid sensor system; contains an inhibitory domain that dissociates in response to extracellular amino acids ; freeing a catalytic domain to activate transcription factor Stp1p; other members are Ssy1p and Ptr3p"""
YJL154C,VPS35,7,92892,80909,130662,7.38110179,,False,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant"""
YJL151C,SNA3,7,120910,69249,473951,2.893912905,,False,"""Protein involved in efficient MVB sorting of proteins to the vacuole; may function as an RSP5 adapter protein for MVB cargos; integral membrane protein localized to vacuolar intralumenal vesicles"""
YJL149W,DAS1,7,122793,46890,390921,3.984893887,,False,"""Putative SCF ubiquitin ligase F-box protein; interacts physically with both Cdc53p and Skp1 and genetically with CDC34; similar to putative F-box protein YDR131C"""
YJL148W,RPA34,7,126593,114332,188827,8.352790991,,False,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p"""
YJL146W,IDS2,7,140631,120933,147686,7.916142873,,False,"""Protein involved in modulation of Ime2p activity during meiosis; appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation"""
YJL145W,SFH5,7,374227,357841,381517,9.871611335,,False,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress"""
YJL143W,TIM17,7,449829,435450,580178,2.89477117,,False,"""Essential component of the TIM23 complex; with Tim23p ; contributes to the architecture and function of the import channel; may link the import motor to the core Translocase of the Inner Mitochondrial membrane (TIM23 complex)"""
YJL140W,RPB4,7,970290,44308,992805,3.605765645,,False,"""RNA polymerase II subunit B32; forms dissociable heterodimer with Rpb7p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNAPII complex ; export of mRNA to cytoplasm under stress conditions; also involved in translation initiation"""
YJL139C,YUR1,7,142006,43400,191676,3.801436232,,False,"""Mannosyltransferase involved in protein N-glycosylation; member of the KTR1 family; located in the Golgi apparatus; YUR1 has a paralog ; KTR2 ; that arose from the whole genome duplication"""
YJL138C,TIF2,7,127817,123330,560467,3.141221812,,False,"""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner ; independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress"""
YJL137C,GLG2,7,122047,119894,122793,8.498838091,,False,"""Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis ; also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin; GLG2 has a paralog ; GLG1 ; that arose from the whole genome duplication"""
YJL136C,RPS21B,7,218949,120933,227872,5.418307309,,False,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21 ; no bacterial homolog; RPS21B has a paralog ; RPS21A ; that arose from the whole genome duplication"""
YJL133C-A,DPI8,7,367741,341488,377199,6.54653922,,False,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
YJL132W,YJL132W,7,121176,44796,146946,4.384997776,,False,"""Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene"""
YJL131C,AIM23,7,120933,104960,147698,7.831086985,,False,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss"""
YJL128C,PBS2,7,370996,358656,384239,4.04125583,,False,"""MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition"""
YJL125C,GCD14,7,124460,107461,184145,7.776168446,,False,"""Subunit of tRNA (1-methyladenosine) methyltransferase; required ; along with Gcd10p ; for the modification of the adenine at position 58 in tRNAs ; especially tRNAi-Met; first identified as a negative regulator of GCN4 expression"""
YJL124C,LSM1,7,910992,43400,958479,3.625492077,,False,"""Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p ; Lsm3p ; Lsm4p ; Lsm5p ; Lsm6p ; and Lsm7p) involved in degradation of cytoplasmic mRNAs; also enters the nucleus and positively regulates transcription initiation; unlike most Sm-like proteins ; Lsm1p requires both its SM-domain and C-terminal domain for RNA-binding; binds to mRNAs under glucose starvation ; most often in the 3' UTR; forms cytoplasmic foci upon DNA replication stress"""
YJL123C,MTC1,7,47968,43308,975265,3.15388928,,False,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1"""
YJL122W,ALB1,7,178509,116382,191102,5.516010976,,False,"""Shuttling pre-60S factor; involved in the biogenesis of ribosomal large subunit; interacts directly with Arx1p; responsible for Tif6p recycling defects in absence of Rei1p"""
YJL121C,RPE1,7,576468,335555,609851,5.410645494,,False,"""D-ribulose-5-phosphate 3-epimerase; catalyzes a reaction in the non-oxidative part of the pentose-phosphate pathway; mutants are sensitive to oxidative stress"""
YJL117W,PHO86,7,226152,192137,273424,7.597084389,,False,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress"""
YJL116C,NCA3,7,461612,450587,516638,8.451284479,,False,"""Protein involved in mitochondrion organization; functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the vacuole; member of the SUN family; expression induced in cells treated with the mycotoxin patulin; NCA3 has a paralog ; UTH1 ; that arose from the whole genome duplication"""
YJL112W,MDV1,7,140631,125810,146946,11.41532914,,False,"""Peripheral protein of cytosolic face of mitochondrial outer membrane; required for mitochondrial fission; interacts with Fis1p and with the self-assembled oligomeric form of the dynamin-related GTPase Dnm1p; contains WD repeats; MDV1 has a paralog ; CAF4 ; that arose from the whole genome duplication"""
YJL109C,UTP10,7,120933,88301,465811,3.283777217,,False,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"""
