snp_marker,PPI,DRUG,piQTL_EFFECTSIZE_abs,piQTL,eQTL,pQTL,overlap_category
chr16:860239,MID2_TPO2,noDrug,1.093694608,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PLM2_HNM1,5-FC,1.491026657,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PLM2_HNM1,Fluconazole,1.107797889,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PLM2_HNM1,Metformin,1.01036056,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PLM2_HNM1,noDrug,1.548296754,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PMC1_CTR2,5-FC,1.564113929,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PMC1_CTR2,noDrug,1.240927443,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PMC1_GTR2,5-FC,1.432144226,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PMC1_GTR2,Trifluoperazine,1.474140274,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,PMC1_GTR2,noDrug,1.395208756,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,SRO9_DHH1,5-FC,1.24470489,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,SRO9_DHH1,noDrug,1.235293665,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_MID2,5-FC,1.259463466,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_MID2,Trifluoperazine,1.214583448,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_MID2,noDrug,1.289810944,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TCB2,5-FC,1.376414887,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TCB2,Fluconazole,1.310326227,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TCB2,Trifluoperazine,0.808166751,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TCB2,noDrug,1.08977166,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TPO2,5-FC,1.044814359,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr16:860239,TPO1_TPO2,Trifluoperazine,1.338524059,ALO1_UIP4(noDrug);ERG11_ACF2(5-FC);ERG11_ORM2(5-FC);ERG11_ORM2(Trifluoperazine);ERG11_ORM2(noDrug);ERG27_ACF2(5-FC);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);FMP45_MEP1(5-FC);FMP45_MID2(5-FC);HNM1_ERG11(5-FC);HNM1_ERG11(Trifluoperazine);HNM1_ERG11(noDrug);HNM1_TPO4(noDrug);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);MID2_MAM33(noDrug);MID2_RSN1(noDrug);MID2_TPO2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(Fluconazole);PLM2_HNM1(Metformin);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(5-FC);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(5-FC);SRO9_DHH1(noDrug);TPO1_MID2(5-FC);TPO1_MID2(Trifluoperazine);TPO1_MID2(noDrug);TPO1_TCB2(5-FC);TPO1_TCB2(Fluconazole);TPO1_TCB2(Trifluoperazine);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
