pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YGL187C,COX4,4.85590976,-0.107273703,0,764,2,698030,inf,trans,0.107273703,764,682076,701195,False
YGL187C,COX4,4.852255768,-0.118197321,1,10636,15,675324,inf,trans,0.118197321,10636,675324,675324,False
YGL187C,COX4,4.845958979,-0.110174058,0,8667,13,331334,inf,trans,0.110174058,8667,329611,333904,False
YGL187C,COX4,4.825095965,0.103214062,0,1095,3,203261,inf,trans,0.103214062,1095,195779,204903,False
YGL187C,COX4,4.819519764,0.584807762,0,4215,7,414263,264086.0,trans,0.584807762,4215,414263,414263,False
YGL187C,COX4,4.796164605,-0.104977876,0,1939,4,623642,inf,trans,0.104977876,1939,613791,629973,False
YGL187C,COX4,4.768581948,0.105705311,0,8313,12,974973,inf,trans,0.105705311,8313,961463,990758,False
YGL187C,COX4,4.546845776,0.099388293,0,8958,13,639293,inf,trans,0.099388293,8958,626195,654641,False
YGL187C,COX4,4.327485087,0.264160953,0,4186,7,394889,244712.0,trans,0.264160953,4186,394889,394889,False
YGL187C,COX4,4.208850058,0.095408043,0,5170,8,324043,inf,trans,0.095408043,5170,298467,327592,False
YGL187C,COX4,4.1188475,-0.103824927,0,7926,12,543141,inf,trans,0.103824927,7926,536833,552743,False
YGL187C,COX4,3.93114518,0.140118518,0,8484,13,76087,inf,trans,0.140118518,8484,69500,84172,False
YGL187C,COX4,3.835199019,-0.184274777,0,12044,17,50757,inf,trans,0.184274777,12044,50757,50757,False
YGL187C,COX4,3.812606079,-0.09161898,0,10011,15,14837,inf,trans,0.09161898,10011,14837,14837,False
YGL187C,COX4,3.567659882,-0.191821781,0,10891,15,911748,inf,trans,0.191821781,10891,911748,911748,False
YNL052W,COX5A,16.88151792,0.237588803,0,5610,9,138636,inf,trans,0.237588803,5610,125289,144955,False
YNL052W,COX5A,14.85552774,0.256231009,1,10195,15,179652,inf,trans,0.256231009,10195,165912,185951,False
YNL052W,COX5A,14.18039791,-0.296215356,1,8460,13,58847,inf,trans,0.296215356,8460,55098,73225,False
YNL052W,COX5A,11.52740648,0.200554928,1,7985,12,574586,inf,trans,0.200554928,7985,567889,586321,False
YNL052W,COX5A,9.906521737,0.175762943,0,7859,12,443030,inf,trans,0.175762943,7859,425418,443164,False
YNL052W,COX5A,6.38805036,-0.14851922,0,1764,4,482653,inf,trans,0.14851922,1764,466223,501469,False
YNL052W,COX5A,6.117534012,-0.135999639,0,8817,13,510249,inf,trans,0.135999639,8817,503363,513217,False
YNL052W,COX5A,5.892283937,0.13365693,1,10993,15,1015033,inf,trans,0.13365693,10993,1010191,1018776,False
YNL052W,COX5A,5.80025356,-0.131676664,0,3905,7,42627,inf,trans,0.131676664,3905,37288,48435,False
YNL052W,COX5A,5.790314523,0.13020199,0,6942,11,153972,inf,trans,0.13020199,6942,137433,170526,False
YNL052W,COX5A,5.304797859,-0.136058789,1,1233,3,306783,inf,trans,0.136058789,1233,306783,306783,False
YNL052W,COX5A,4.81923603,-0.308740414,1,4826,7,1048639,inf,trans,0.308740414,4826,1048639,1048639,False
YNL052W,COX5A,4.164631165,-0.109841405,0,1927,4,613791,inf,trans,0.109841405,1927,604043,624555,False
YNL052W,COX5A,4.13662675,0.108033565,1,3220,5,413363,inf,trans,0.108033565,3220,413363,413363,False
YNL052W,COX5A,4.108801046,0.108294033,0,11561,16,422802,inf,trans,0.108294033,11561,404629,426036,False
YHR051W,COX6,18.17457306,0.246513256,0,5611,9,138792,inf,trans,0.246513256,5611,122617,144955,False
YHR051W,COX6,17.02049048,0.270767832,0,10191,15,171671,inf,trans,0.270767832,10191,165912,184082,False
YHR051W,COX6,13.84597423,-0.292072046,1,8458,13,56990,inf,trans,0.292072046,8458,55098,73225,False
YHR051W,COX6,13.4464214,0.20854111,1,7979,12,570032,inf,trans,0.20854111,7979,563476,576167,False
YHR051W,COX6,7.633230082,0.151765409,0,7843,12,439038,inf,trans,0.151765409,7843,425418,443164,False
YHR051W,COX6,6.230348937,0.139238027,0,8310,12,972987,inf,trans,0.139238027,8310,960254,987293,False
YHR051W,COX6,5.792505172,0.142617431,0,642,2,523217,inf,trans,0.142617431,642,505207,530047,False
YHR051W,COX6,5.454829637,-0.333519836,1,4825,7,1048545,inf,trans,0.333519836,4825,1048545,1048545,False
YHR051W,COX6,5.327639667,0.1235899,0,10992,15,1014707,inf,trans,0.1235899,10992,1010191,1018776,False
YHR051W,COX6,4.920006717,0.683914103,0,7686,12,265316,inf,trans,0.683914103,7686,265316,265316,False
YHR051W,COX6,4.891336969,0.119693508,0,11677,16,571530,inf,trans,0.119693508,11677,544393,587778,False
YHR051W,COX6,4.611202595,-0.238974596,0,10891,15,911748,inf,trans,0.238974596,10891,911748,911748,False
YHR051W,COX6,4.287690227,0.11184495,0,8106,12,737804,inf,trans,0.11184495,8106,727931,749514,False
YHR051W,COX6,4.239343422,-0.110006546,0,1925,4,610797,inf,trans,0.110006546,1925,600513,620786,False
YHR051W,COX6,4.155071513,-0.115042891,1,8667,13,331334,inf,trans,0.115042891,8667,329611,333904,False
YHR051W,COX6,4.066181438,0.27754592,0,261,2,84412,inf,trans,0.27754592,261,84412,84412,False
YHR051W,COX6,4.027250687,0.674493163,0,10777,15,785154,inf,trans,0.674493163,10777,785154,785154,False
YHR051W,COX6,3.944192156,-0.10584749,0,8817,13,510249,inf,trans,0.10584749,8817,503363,513217,False
YLR395C,COX8,12.95422841,0.222235883,1,7984,12,572030,337699.0,trans,0.222235883,7984,567889,576167,False
YLR395C,COX8,12.09238553,0.235143652,1,10191,15,171671,inf,trans,0.235143652,10191,165912,184082,False
YLR395C,COX8,10.10154649,0.509411502,1,7859,12,443030,466699.0,trans,0.509411502,7859,425418,443164,False
YLR395C,COX8,6.964894831,0.151117415,0,5610,9,138636,inf,trans,0.151117415,5610,125289,144955,False
YLR395C,COX8,6.196372133,-0.154959895,1,7184,11,417049,inf,trans,0.154959895,7184,404841,428422,False
YLR395C,COX8,6.041398893,0.2072994,1,8095,12,724603,185126.0,trans,0.2072994,8095,724603,724833,False
YLR395C,COX8,5.90452763,-0.380729498,1,7847,12,440640,469089.0,trans,0.380729498,7847,425418,443164,False
YLR395C,COX8,5.544583276,0.750493894,0,7686,12,265316,644413.0,trans,0.750493894,7686,265316,265316,False
YLR395C,COX8,5.319323951,-0.132047085,0,1929,4,618428,inf,trans,0.132047085,1929,610797,624555,False
YLR395C,COX8,4.485503195,-0.160263381,0,8462,13,60048,inf,trans,0.160263381,8462,55098,75198,False
YLR395C,COX8,4.250188577,0.27323496,0,8318,12,981527,71562.0,trans,0.27323496,8318,981527,981527,False
YDL067C,COX9,10.07841905,-0.244526572,0,8500,13,81047,inf,trans,0.244526572,8500,73225,92384,False
YDL067C,COX9,9.860587411,0.229579704,0,10196,15,180876,inf,trans,0.229579704,10196,168199,185951,False
YDL067C,COX9,7.702476337,-0.176474303,0,9801,14,647843,inf,trans,0.176474303,9801,621027,651987,False
YDL067C,COX9,7.473727983,0.176951416,0,5614,9,139442,inf,trans,0.176951416,5614,125289,144955,False
YDL067C,COX9,7.115875084,0.171384272,0,2480,4,1248695,914299.0,trans,0.171384272,2480,1242195,1256509,False
YDL067C,COX9,6.884950805,-0.177812261,0,8666,13,331270,inf,trans,0.177812261,8666,329611,333904,False
YDL067C,COX9,6.703540773,-0.963252703,0,10777,15,785154,inf,trans,0.963252703,10777,785154,785154,False
YDL067C,COX9,6.060029811,-0.310174916,0,2285,4,971731,637335.0,trans,0.310174916,2285,961744,998174,False
YDL067C,COX9,5.00667266,-0.139449923,0,8816,13,509524,inf,trans,0.139449923,8816,500062,513217,False
YDL067C,COX9,4.713405996,0.202732238,0,11791,16,679448,inf,trans,0.202732238,11791,679448,679448,False
YHR007C,ERG11; CYP51,12.95814839,0.224675176,0,4974,8,122014,336.0,cis,0.224675176,4974,119178,124640,True
YHR007C,ERG11; CYP51,10.61130778,-0.201939835,0,11678,16,572250,inf,trans,0.201939835,11678,546787,587778,False
YHR007C,ERG11; CYP51,5.894677061,0.150711813,0,8681,13,345749,inf,trans,0.150711813,8681,338431,350249,False
YNL130C,CPT1,5.356700308,0.189671097,1,8457,13,55098,inf,trans,0.189671097,8457,55098,65881,False
YGR189C,CRH1,7.088475146,-0.962866389,1,7679,12,260220,inf,trans,0.962866389,7679,256127,263103,False
YGR189C,CRH1,6.955682694,0.20944116,1,6157,10,280770,inf,trans,0.20944116,6157,280770,280770,False
YEL040W,UTR2; CRH2,21.83879152,-0.302962518,1,2914,5,79230,0.0,cis,0.302962518,2914,74994,81334,True
YEL040W,UTR2; CRH2,16.14197755,-0.285998967,1,10193,15,172102,inf,trans,0.285998967,10193,165912,184082,False
YEL040W,UTR2; CRH2,8.88331268,0.177083714,0,4115,7,324640,inf,trans,0.177083714,4115,315634,334340,False
YEL040W,UTR2; CRH2,6.948174092,-0.16543198,0,7845,12,440342,inf,trans,0.16543198,7845,430049,443164,False
YEL040W,UTR2; CRH2,6.315281891,0.212238518,0,1253,4,2228,inf,trans,0.212238518,1253,2228,2230,False
YEL040W,UTR2; CRH2,5.630776039,0.144226627,0,2306,4,976174,inf,trans,0.144226627,2306,959283,1000959,False
YEL040W,UTR2; CRH2,5.187353534,0.132632232,0,3970,7,128719,inf,trans,0.132632232,3970,128719,142863,False
YHR146W,CRP1,23.26674729,0.286158937,1,5258,8,389976,327.0,cis,0.286158937,5258,378565,401605,True
YHR146W,CRP1,10.99012445,-0.190641158,0,5484,9,69330,inf,trans,0.190641158,5484,57000,73100,False
YHR146W,CRP1,5.794652669,-0.133575934,0,7436,12,23264,inf,trans,0.133575934,7436,14310,37552,False
YHR146W,CRP1,5.08818332,0.767010952,0,10777,15,785154,inf,trans,0.767010952,10777,785154,785154,False
YHR146W,CRP1,4.713585525,-0.118904125,1,8570,13,158199,inf,trans,0.118904125,8570,144518,164705,False
YOR061W,CKA2,32.91318141,-0.373677469,1,10429,15,442681,126.0,cis,0.373677469,10429,433993,446992,True
YLR380W,CSR1; SFH2,6.15291522,-0.409821248,0,784,2,712783,inf,trans,0.409821248,784,712783,712783,False
YOR042W,CUE5,8.417900693,0.210716787,0,10191,15,171671,236754.0,trans,0.210716787,10191,165912,184082,False
YOR042W,CUE5,5.90732543,0.216604587,0,10409,15,412675,3015.0,trans,0.216604587,10409,412675,412675,False
YOR042W,CUE5,5.305807324,0.387851281,0,4207,7,412630,inf,trans,0.387851281,4207,412630,412630,False
YOR042W,CUE5,4.741974363,0.133736227,0,5627,9,155581,inf,trans,0.133736227,5627,142542,158904,False
YOR042W,CUE5,4.691610372,-0.3394169,0,1676,4,383923,inf,trans,0.3394169,1676,383923,383923,False
YKL096W,CWP1,33.19566813,0.350612939,0,11689,16,579790,inf,trans,0.350612939,11689,554350,591786,False
YKL096W,CWP1,10.70773553,0.18457261,0,5504,9,70904,inf,trans,0.18457261,5504,57000,77957,False
YKL096W,CWP1,10.22779009,0.183252307,0,3666,6,65183,inf,trans,0.183252307,3666,57460,74406,False
YKL096W,CWP1,6.939353702,-0.143817266,0,6774,11,20802,239974.0,trans,0.143817266,6774,17217,25987,False
YKL096W,CWP1,6.396569416,-0.466592674,0,3521,5,564904,inf,trans,0.466592674,3521,564147,566373,False
YKL096W,CWP1,5.66982514,0.129867805,1,1095,3,203261,inf,trans,0.129867805,1095,195779,204903,False
YKL096W,CWP1,5.668248726,-0.138162696,0,8665,13,329923,inf,trans,0.138162696,8665,329611,333904,False
YKL096W,CWP1,5.289008844,0.124287907,0,11584,16,454180,inf,trans,0.124287907,11584,434375,458134,False
YKL096W,CWP1,5.118309629,0.123362611,1,6484,10,662934,inf,trans,0.123362611,6484,653026,666742,False
YKL096W,CWP1,4.937892733,0.122534774,0,2629,4,1443800,inf,trans,0.122534774,2629,1433591,1453498,False
YKL096W,CWP1,4.882841127,-0.122130325,0,6919,11,125642,135134.0,trans,0.122130325,6919,113698,132044,False
YOR065W,CYT1; CTC1,28.32205878,0.325408485,1,10191,15,171671,275770.0,trans,0.325408485,10191,165912,184082,False
YOR065W,CYT1; CTC1,27.34050788,0.28054379,0,5611,9,138792,inf,trans,0.28054379,5611,122617,144955,False
YOR065W,CYT1; CTC1,23.30418492,0.25699203,0,7978,12,569926,inf,trans,0.25699203,7978,563476,576167,False
YOR065W,CYT1; CTC1,19.43326216,0.229604505,0,7859,12,443030,inf,trans,0.229604505,7859,425418,443164,False
YOR065W,CYT1; CTC1,12.65509493,-0.252056403,1,8458,13,56990,inf,trans,0.252056403,8458,55098,73225,False
YOR065W,CYT1; CTC1,10.84616045,0.182535635,0,637,2,517869,inf,trans,0.182535635,637,505207,530047,False
YOR065W,CYT1; CTC1,10.32552186,-0.245659358,1,8817,13,510249,inf,trans,0.245659358,8817,503363,513217,False
YOR065W,CYT1; CTC1,9.167197195,0.156468706,0,8124,12,767243,inf,trans,0.156468706,8124,759605,777907,False
YOR065W,CYT1; CTC1,8.409643748,0.14936781,0,8313,12,974973,inf,trans,0.14936781,8313,961463,990758,False
YOR065W,CYT1; CTC1,8.217214499,-0.151884575,0,10434,15,447362,79.0,cis,0.151884575,10434,443566,453019,True
YOR065W,CYT1; CTC1,7.933035356,-0.148427657,0,8664,13,329611,inf,trans,0.148427657,8664,329611,333904,False
YOR065W,CYT1; CTC1,7.154144259,0.134546474,1,10993,15,1015033,566663.0,trans,0.134546474,10993,1010191,1018776,False
YOR065W,CYT1; CTC1,4.583177162,-0.111049825,0,1189,3,286440,inf,trans,0.111049825,1189,273446,297295,False
YOR065W,CYT1; CTC1,4.556553262,0.102277429,0,6884,11,108870,inf,trans,0.102277429,6884,96863,122192,False
YOR065W,CYT1; CTC1,4.420600015,-0.416719826,1,5638,9,169788,inf,trans,0.416719826,5638,169788,169788,False
YOR065W,CYT1; CTC1,4.1626036,-0.199559105,0,30,1,37255,inf,trans,0.199559105,30,36146,37478,False
YOR065W,CYT1; CTC1,4.107596306,0.155918784,1,8806,13,502913,inf,trans,0.155918784,8806,495523,509524,False
YML078W,CPR3; CYP3,30.54591066,0.364750929,0,8534,13,109242,1760.0,trans,0.364750929,8534,101281,120287,False
YML078W,CPR3; CYP3,7.216769084,-0.156176857,0,7205,11,443807,inf,trans,0.156176857,7205,421231,462463,False
YML078W,CPR3; CYP3,6.709867162,0.14907538,0,5611,9,138792,inf,trans,0.14907538,5611,122617,144955,False
YML078W,CPR3; CYP3,5.541083801,0.840577115,0,10777,15,785154,inf,trans,0.840577115,10777,785154,785154,False
YML078W,CPR3; CYP3,5.226504857,0.151442072,0,10194,15,173340,inf,trans,0.151442072,10194,165912,184082,False
YML078W,CPR3; CYP3,4.920870128,0.129547152,0,7858,12,442873,inf,trans,0.129547152,7858,425418,443164,False
YML078W,CPR3; CYP3,4.882915501,0.719879022,0,4919,8,78883,inf,trans,0.719879022,4919,78883,78883,False
YML078W,CPR3; CYP3,4.343753055,0.500729778,0,10115,15,111081,inf,trans,0.500729778,10115,111081,111081,False
YDR155C,CPR1,11.13113692,0.233176001,0,10198,15,181071,inf,trans,0.233176001,10198,168199,185951,False
YDR155C,CPR1,9.197761288,0.185077633,0,2075,4,769779,782.0,cis,0.185077633,2075,767117,784282,True
YDR155C,CPR1,5.366974091,0.135891899,1,9228,13,892136,inf,trans,0.135891899,9228,877043,902532,False
YDR155C,CPR1,4.769317131,-0.12684122,0,6892,11,116979,inf,trans,0.12684122,6892,102671,125700,False
YDR155C,CPR1,4.504696601,0.12473973,0,11677,16,571530,inf,trans,0.12473973,11677,544393,587778,False
YAL012W,CYS3,12.504637,-0.246667643,0,10194,15,173340,inf,trans,0.246667643,10194,165912,184082,False
YAL012W,CYS3,8.026242476,-0.365181641,0,5416,8,541428,inf,trans,0.365181641,5416,541428,541428,False
YAL012W,CYS3,7.129798207,0.835446915,0,3121,5,266246,inf,trans,0.835446915,3121,266246,266246,False
YAL012W,CYS3,6.94060057,0.287640385,1,9800,14,646585,inf,trans,0.287640385,9800,629832,650841,False
YAL012W,CYS3,6.712754161,-0.151541803,0,2072,4,765852,inf,trans,0.151541803,2072,749708,769943,False
YAL012W,CYS3,6.684610067,0.332162135,0,5420,8,554022,inf,trans,0.332162135,5420,554022,554022,False
YAL012W,CYS3,6.631751003,0.471640659,0,5430,8,556173,inf,trans,0.471640659,5430,556173,556173,False
YAL012W,CYS3,4.803623679,-0.375506014,0,1807,4,538120,inf,trans,0.375506014,1807,538120,538120,False
YLR303W,MET17,8.019129099,-0.986878025,0,7686,12,265316,467228.0,trans,0.986878025,7686,265316,265316,False
YLR303W,MET17,7.908534209,-0.717376367,0,7873,12,460678,271866.0,trans,0.717376367,7873,460678,460678,False
YLR303W,MET17,7.017073011,0.222288631,0,8458,13,56990,inf,trans,0.222288631,8458,55098,73225,False
YLR303W,MET17,5.682284127,-0.154038589,0,9598,14,469677,inf,trans,0.154038589,9598,449380,472613,False
YLR303W,MET17,5.292047434,-0.136990312,0,7982,12,570843,161701.0,trans,0.136990312,7982,563476,576167,False
YLR303W,MET17,4.864830745,0.353979061,0,9574,14,441268,inf,trans,0.353979061,9574,441268,441268,False
YML070W,DAK1,21.39988217,0.294445725,1,10191,15,171671,inf,trans,0.294445725,10191,165912,184082,False
YML070W,DAK1,15.63768541,-0.225928183,1,8556,13,133462,13.0,cis,0.225928183,8556,117501,138830,True
YML070W,DAK1,7.722025313,0.148910298,0,11702,16,587583,inf,trans,0.148910298,11702,571530,593213,False
YML070W,DAK1,7.205167312,0.42983162,1,5498,9,70443,inf,trans,0.42983162,5498,57000,77957,False
YML070W,DAK1,6.068128159,0.131540329,0,8109,12,745383,inf,trans,0.131540329,8109,732202,754859,False
YML070W,DAK1,5.235526576,-0.240581358,0,2568,4,1354715,inf,trans,0.240581358,2568,1352371,1354715,False
YML070W,DAK1,5.039980845,0.133934251,0,672,2,571362,inf,trans,0.133934251,672,567265,579042,False
YML070W,DAK1,4.753382713,0.133416634,0,3577,5,566427,inf,trans,0.133416634,3577,564968,566755,False
YML070W,DAK1,4.675423549,-0.234913227,0,988,3,84421,inf,trans,0.234913227,988,84421,84421,False
YML070W,DAK1,4.465987231,0.215850664,0,4384,7,607495,inf,trans,0.215850664,4384,607495,607495,False
YGL078C,DBP3,5.903129155,0.14581738,0,11021,15,1050419,inf,trans,0.14581738,11021,1044946,1071370,False
YLR276C,DBP9,6.345607056,-0.370003169,0,898,3,780,inf,trans,0.370003169,898,780,780,False
YLR276C,DBP9,6.074817859,0.423586387,1,11241,16,128020,inf,trans,0.423586387,11241,116826,129358,False
YLR276C,DBP9,5.622994332,0.199951094,0,2977,5,125211,inf,trans,0.199951094,2977,124644,134626,False
YLR276C,DBP9,5.247782267,-0.154916873,0,8072,12,694457,591.0,cis,0.154916873,8072,681175,703407,True
YLR276C,DBP9,4.90660378,-0.303476554,0,835,2,773703,inf,trans,0.303476554,835,773703,773703,False
YMR250W,GAD1,10.28632004,0.189767308,1,11689,16,579790,inf,trans,0.189767308,11689,554350,591786,False
YMR250W,GAD1,7.750494756,0.172896796,0,8295,12,954827,inf,trans,0.172896796,8295,954167,956536,False
YMR250W,GAD1,6.956292201,-0.158855235,0,5737,9,252109,inf,trans,0.158855235,5737,242937,266567,False
YMR250W,GAD1,6.736733445,0.157971072,1,5799,9,276483,inf,trans,0.157971072,5799,273029,283290,False
YMR250W,GAD1,6.700898079,0.167104557,0,4376,7,597251,inf,trans,0.167104557,4376,587240,607810,False
YMR250W,GAD1,6.583866686,-0.161024614,1,4332,7,547208,inf,trans,0.161024614,4332,520054,577840,False
YMR250W,GAD1,6.012774717,-0.17310803,1,2980,5,131540,inf,trans,0.17310803,2980,124644,155745,False
YMR250W,GAD1,5.809582521,0.147635962,0,636,2,517548,inf,trans,0.147635962,636,505207,530047,False
YMR250W,GAD1,5.647465816,-0.183174254,0,8461,13,60008,710792.0,trans,0.183174254,8461,55098,73814,False
YMR250W,GAD1,5.62520067,0.134416809,0,6476,10,656247,inf,trans,0.134416809,6476,642327,662934,False
YMR250W,GAD1,4.785944051,0.240370702,1,10191,15,171671,inf,trans,0.240370702,10191,165912,184082,False
YMR250W,GAD1,4.740707285,0.125604149,0,8108,12,740250,inf,trans,0.125604149,8108,732202,754859,False
YMR250W,GAD1,4.599515775,0.1190739,0,5618,9,144955,inf,trans,0.1190739,5618,132718,155581,False
YMR250W,GAD1,4.537591008,-0.1214395,0,3897,7,34808,inf,trans,0.1214395,3897,23383,37288,False
YMR250W,GAD1,4.279002689,0.175127493,0,11801,16,695616,inf,trans,0.175127493,11801,695616,695616,False
YMR250W,GAD1,4.180623325,-0.115307785,0,3984,7,140416,inf,trans,0.115307785,3984,128719,142935,False
YMR250W,GAD1,4.039468881,0.112259108,0,3650,6,51781,inf,trans,0.112259108,3650,45282,57460,False
YLR270W,DCS1,8.972574618,0.217583347,1,10191,15,171671,inf,trans,0.217583347,10191,165912,184082,False
YMR173W,DDR48; FSP,7.285634396,0.200106052,0,11687,16,578941,inf,trans,0.200106052,11687,571530,591786,False
YOR204W,DED1; SPP81,13.52084084,-0.6522783,0,7031,11,231612,inf,trans,0.6522783,7031,231612,231612,False
YOR204W,DED1; SPP81,9.056921176,-0.428879903,0,8525,13,99287,inf,trans,0.428879903,8525,99287,99287,False
YOR204W,DED1; SPP81,8.611818461,0.215257398,1,8470,13,68113,inf,trans,0.215257398,8470,56990,75198,False
YOR204W,DED1; SPP81,4.927159494,0.119511569,0,11770,16,656034,inf,trans,0.119511569,11770,652919,664738,False
YOR204W,DED1; SPP81,4.90797732,-0.246986365,0,4554,7,790386,inf,trans,0.246986365,4554,790386,790386,False
YOR204W,DED1; SPP81,4.520411873,0.574954544,0,9656,14,554932,inf,trans,0.574954544,9656,554932,554932,False
YDR158W,HOM2,8.949178088,-0.212726234,0,10191,15,171671,inf,trans,0.212726234,10191,165912,184082,False
YDR158W,HOM2,8.296826572,-0.178778246,0,7861,12,448368,inf,trans,0.178778246,7861,448368,493255,False
YDR158W,HOM2,6.119809006,-0.151175013,0,7978,12,569926,inf,trans,0.151175013,7978,563476,576167,False
YDR158W,HOM2,5.940619998,-0.147397917,0,5611,9,138792,inf,trans,0.147397917,5611,122617,144955,False
YDR158W,HOM2,4.737534829,0.179309418,0,8460,13,58847,inf,trans,0.179309418,8460,55098,73225,False
YOR375C,GDH1; URE1,9.689748013,0.190453362,0,7152,11,381937,inf,trans,0.190453362,7152,372538,385019,False
