SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8228,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.395165591898883,2.11769686466836,0.0348954482688973,0.762208974317368,12,888655,0.39025640868348,0.18413998103343,0.0347588488707705,ARS1238,ARS1238,SGDID:S000118987,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10597,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.300685543136286,-2.11738909293387,0.0349217236892493,0.762334170021449,15,639445,-0.29972576577011,0.142328615969087,0.0359212764291001,YOR161C,PNS1,SGDID:S000005687,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
11933,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.300423428794354,-2.11734945394888,0.0349251090242498,0.762334170021449,16,863263,-0.300953320574527,0.14219775571589,0.03500662438533,YPR160W,GPH1,SGDID:S000006364,ORF,Verified ORF,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
283,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.330423422570328,-2.11625992689895,0.0350182694121726,0.762605292306619,2,119244,-0.332317786516451,0.156039032257337,0.0338869691928349,YBL054W,TOD6,SGDID:S000000150,Close to 3'-UTR,Close to 3'-UTR,"""PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization""",Verified ORF
7941,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.324588651043572,2.11594442932867,0.0350452858880126,0.762653828240397,12,548902,0.330136773432142,0.153637058328724,0.032329128568058,YLR200W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4921,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.300524285806178,2.11578821718089,0.0350586691543689,0.762673160055518,8,80030,0.301595731673771,0.142346064137052,0.034809603204673,YHL012W,YHL012W,SGDID:S000001004,ORF,Uncharacterized ORF,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
8215,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.304033358980037,2.11443351909467,0.0351749149643247,0.763073206788053,12,873601,0.302773449150482,0.144095087561076,0.0363314350595195,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11549,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.299506197545726,2.11401619971736,0.0352107913826955,0.76317501824597,16,402514,0.299230963245016,0.141992663471658,0.0357904483222094,YPL082C,MOT1,SGDID:S000006003,ORF,Verified ORF,"""Essential protein involved in regulation of transcription; removes Spt15p (TBP) from DNA via its C-terminal ATPase activity; may have a role in ensuring that soluble TBP is available to bind TATA-less promoters; forms a complex with TBP that binds TATA DNA with high affinity but with altered specificity; the Mot1p-Spt15p-DNA ternary complex contains unbent DNA; coregulates transcription with Spt16p through assembly of preinitiation complex and organization of nucleosomes""",Verified ORF
2628,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-2.83609839046993,-2.11383673215242,0.0352262296235078,0.763205870438573,4,1443639,-0.47156619454095,0.339508497306028,0.165718334634459,YDR496C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6542,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.30056076380406,-2.11321977976342,0.0352793456446219,0.763424608125944,10,705376,-0.301885568218698,0.142536071265281,0.0348770181646753,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4904,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.300722488126378,2.1123173580785,0.0353571625399164,0.763644460702193,8,65889,0.301196201636837,0.142679606452835,0.0354752626872905,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
11935,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.300600779246413,-2.11098945950657,0.0354719362575056,0.764002518162921,16,863978,-0.299512825848224,0.142716186731496,0.0365568927442923,YPR160W,GPH1,SGDID:S000006364,ORF,Verified ORF,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
7974,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.302120679706684,2.11025068635768,0.0355359284337946,0.764270296103584,12,567889,0.301912530366496,0.143487434356566,0.0360761588792756,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
3225,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.300923120478686,-2.10871250445916,0.0356694824177915,0.764879086886836,5,421695,-0.302511814508745,0.143004006953896,0.0350952179328587,YER130C,COM2,SGDID:S000000932,ORF,Verified ORF,"""Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p ; Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress""",Verified ORF
10576,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.297977881981849,-2.10850664641722,0.035687388802396,0.764969098809681,15,629119,-0.298013554510214,0.141636310945191,0.036078650630002,YOR156C,NFI1,SGDID:S000005682,ORF,Verified ORF,"""SUMO E3 ligase; catalyzes sumoylation of Yku70p/80p and Sir4p promoting telomere anchoring to the nuclear envelope and regulating telomerase activity; DNA-bound form catalyzes a DNA-damaged triggered sumoylation wave resulting in multisite modification of several DNA repair proteins ; enhancing interactions between these proteins and accelerating repair; sumoylates Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; role in telomere length maintenance""",Verified ORF
4981,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.370985872032516,2.10835504562021,0.0357005805900195,0.764984844723298,8,126150,0.341912337522132,0.174882414099165,0.051360248510997,YHR010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1832,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.311761082894339,2.1082046404761,0.035713672463411,0.765042291958647,4,538866,0.311355107467643,0.14817306157325,0.036323688031373,YDR040C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8442,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,3.07753047534677,2.10722677242679,0.0357988903843726,0.765310364184079,13,33821,0.007508208609102,1.1019239646763,0.994567323806944,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
7942,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.299712696288315,2.10718239560855,0.0358027618027788,0.76533110324609,12,549297,0.299944736357671,0.142547678126672,0.0360702758238626,YLR200W,YKE2,SGDID:S000004190,ORF,Verified ORF,"""Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin ; beta-tubulin ; and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation""",Verified ORF
3107,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.302020037274292,2.10707024274778,0.0358125475781731,0.765373881725653,5,253670,0.302866969915109,0.143640393426606,0.0356912155627244,YER049W,TPA1,SGDID:S000000851,Close to 3'-UTR,Close to 3'-UTR,"""Prolyl hydroxylase; catalyzes oxygen-dependent dihydroxylation of Rps23a/b ; a 40S ribosomal decoding center subunit; influences translational termination and regulates translational accuracy; interacts with Sup45p (eRF1) ; Sup35p (eRF3) and Pab1p; disputed role as a oxidative dealkylase repairing DNA methyl-base lesions; poly(rA)-binding protein affecting poly(A) tail length and mRNA stability; Fe(II)/2-oxoglutarate-dependent dioxygenase family member similar to human prolyl 4-hydroxylase OGFOD1""",Verified ORF
800,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.300483287271139,2.10683196550756,0.0358333458022215,0.765442672083359,2,725477,0.299593082736029,0.142942486092642,0.0368028030662423,YBR255W,MTC4,SGDID:S000000459,ORF,Verified ORF,"""Protein of unknown function; required for normal growth rate at 15 degrees C; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; mtc4 is synthetically sick with cdc13-1""",Verified ORF
7579,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.336476496387604,-2.10654620576433,0.0358583022165743,0.76550734736746,12,152571,-0.320359563310892,0.159773424185865,0.0457168349083186,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
1060,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.300422177423638,-2.10471781366258,0.036018334770101,0.766092454358937,3,158006,-0.301315595559457,0.143046024999594,0.0358729525690691,SUT032,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
434,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.297529500184417,-2.104623324774,0.0360266216328346,0.76609743980931,2,294941,-0.297529500184298,0.14168435217549,0.0364428746695417,YBR028C,YPK3,SGDID:S000000232,ORF,Verified ORF,"""AGC kinase; phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner; directly phosphorylated by TORC1; phosphorylates ribosomal protein Rps6a/b (S6) ; in a TORC-dependent manner; undergoes autophosphorylation""",Verified ORF
6170,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.29787655331961,-2.10440051866172,0.0360461686335987,0.766183353670694,10,303583,-0.297897336727368,0.141864358425869,0.0364492227858956,YJL073W,JEM1,SGDID:S000003609,ORF,Verified ORF,"""DnaJ-like chaperone required for nuclear membrane fusion during mating; localizes to the ER membrane; exhibits genetic interactions with KAR2""",Verified ORF
8212,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.298482492873516,2.10396095597499,0.0360847585325816,0.766301834260494,12,872037,0.297587233025036,0.142186996362097,0.0370689816729563,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
687,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.29901430460644,2.10369190174892,0.0361083966724577,0.766416871240213,2,582226,0.299059850644972,0.142450673412043,0.0364919503405725,YBR175W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9076,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.302639050301826,2.10215861180457,0.0362433592211164,0.766854114511112,13,731556,0.301996345496039,0.144283022455813,0.0370551062196272,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
11905,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.29623304512443,-2.09881019441206,0.0365395938604327,0.767934744917065,16,834908,-0.296233045124289,0.141457699499854,0.0369597293158944,YPR154W,PIN3,SGDID:S000006358,ORF,Verified ORF,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
8488,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.371426883111594,-2.09805047415298,0.036607093960781,0.76818232615401,13,78550,-0.349049903089552,0.177000840182617,0.0493871767258066,YML097C,VPS9,SGDID:S000004563,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) and ubiquitin receptor; involved in vesicle-mediated vacuolar transport ; including Golgi-endosome trafficking and sorting through the multivesicular body (MVB); stimulates the intrinsic guanine nucleotide exchange activity of Rab family members (Vps21p/Ypt52p/Ypt53p); partially redundant with GEF MUK1; required for localization of the CORVET complex to endosomes; similar to mammalian ras inhibitors; contains a Ub-interacting CUE domain""",Verified ORF
10549,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.311912128338482,-2.09799923523465,0.0366116503060201,0.768199237824339,15,589481,-0.317470498176103,0.148835064010156,0.0336111235851213,YOR140W,SFL1,SGDID:S000005666,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
4922,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.299725751735981,2.0966938060612,0.0367278974287751,0.768666917091746,8,80515,0.300138843039425,0.143262733884483,0.0368810867830101,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
481,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.296551112883651,-2.09492069299854,0.0368862969001039,0.769190303336893,2,351335,-0.296645288383714,0.141871790580194,0.0372481441632842,YBR056W-A,MNC1,SGDID:S000028736,ORF,Uncharacterized ORF,"""Putative membrane protein upregulated in toxic manganese levels; mRNA identified as translated by ribosome profiling data; partially overlaps dubious ORF YBR056C-B; YBR056W-A has a paralog ; YDR034W-B ; that arose from the whole genome duplication""",Uncharacterized ORF
5936,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.29691728053573,-2.0946542087153,0.0369101534672631,0.76927354875402,9,400641,-0.297027352441809,0.14206492870349,0.037261979111922,YIR023W,DAL81,SGDID:S000001462,ORF,Verified ORF,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
485,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.296043487636859,-2.09414701057041,0.0369555960074373,0.769422610465881,2,352469,-0.295927567132019,0.141682563054205,0.0374537602781536,YBR057C,MUM2,SGDID:S000000261,ORF,Verified ORF,"""Protein essential for meiotic DNA replication and sporulation; cytoplasmic protein; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation; also interacts with Orc2p ; which is a component of the origin recognition complex""",Verified ORF
