SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4607,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174466369646738,-1.21444919800516,0.225383453705622,0.965254604643455,7,853046,-0.174728628966372,0.143998278679589,0.225785246134419,YGR178C,PBP1,SGDID:S000003410,ORF,Verified ORF,"""Component of glucose deprivation induced stress granules; involved in P-body-dependent granule assembly; regulates TORC1 signaling and autophagy; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; similar to human ataxin-2""",Verified ORF
10599,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174802107360119,-1.21431914977246,0.22543302936242,0.965279907973176,15,639862,-0.174389266705308,0.14429212901147,0.227631372104442,YOR162C,YRR1,SGDID:S000005688,ORF,Verified ORF,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
662,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.176056495077529,1.21427660814542,0.225449248343511,0.965299908969602,2,555633,0.174306703594768,0.145326844175017,0.231172380018682,SUT020,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10054,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.17431330395423,-1.21408716193124,0.225521484809242,0.96532415718994,15,34444,-0.174422041775722,0.143914726573966,0.226329913794613,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
7616,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.177461012241462,1.21384851569186,0.225612505025481,0.96535379615843,12,205111,0.176543880711032,0.14651573913391,0.229030465268897,YLR032W,RAD5,SGDID:S000004022,ORF,Verified ORF,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
10053,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.175223112617732,-1.21377896499365,0.225639036775223,0.965363465882377,15,33671,-0.175082875651595,0.144702513157206,0.227107511379721,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
1428,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.177685239506788,-1.21370500558387,0.22566725278579,0.965366824691125,4,174974,-0.177928297677026,0.146734481957101,0.226098724364972,YDL156W,CMR1,SGDID:S000002315,ORF,Verified ORF,"""Nuclear protein with role in transcription ; protein quality control; localizes to the intranuclear quality control compartment (INQ) in response to proteasome inhibition or DNA replication stress; INQ likely sequesters proteins involved in DNA metabolism for degradation or re-folding; also localizes to coding regions of transcribed genes; contains three WD domains (WD-40 repeat); human ortholog WDR76 also exhibits perinuclear localization under similar stress conditions""",Verified ORF
12015,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.187015420138474,-1.21336677922821,0.225796320643716,0.965437300699256,16,942580,-0.200917955953812,0.154026600808522,0.192934546471394,ARS1632,ARS1632,SGDID:S000130202,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
113,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174012775480177,-1.21300108820537,0.225935928602215,0.965508208479297,1,166416,-0.174012775479959,0.143796337659114,0.227037349287105,YAR010C,YAR010C,SGDID:S000000068,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",transposable_element_gene
5889,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173843597187498,-1.21265899592873,0.226066583390568,0.96559875066293,9,378552,-0.173633045511493,0.14369747026156,0.22773163871265,YIR012W,SQT1,SGDID:S000001451,ORF,Verified ORF,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5004,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173360226881923,-1.21191412630391,0.226351257619611,0.965747187750284,8,159677,-0.173360226881933,0.143385588144018,0.227453133924559,YHR025W,THR1,SGDID:S000001067,ORF,Verified ORF,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5564,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.97869807882568,1.21184653137178,0.226377103752919,0.965747876261352,9,105358,0.176257673391578,0.425227931770717,0.678758538756916,YIL130W,ASG1,SGDID:S000001392,ORF,Verified ORF,"""Zinc cluster protein proposed to be a transcriptional regulator; regulator involved in the stress response; regulates utilization of fatty acids and accumulation of lipids""",Verified ORF
3206,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.17551103618243,1.21180377004109,0.226393455405731,0.965757563359904,5,393290,0.173232088923621,0.145174322140102,0.233565215961718,YER114C,BOI2,SGDID:S000000916,ORF,Verified ORF,"""Protein involved in polar growth; functionally redundant with Boi1p; required for fusion of secretory vesicles with plasma membrane at sites of polarized growth and for inhibition of membrane abscission until the end of cytokinesis; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; relocalizes from bud neck to cytoplasm upon DNA replication stress; BOI2 has a paralog ; BOI1 ; that arose from the whole genome duplication""",Verified ORF
11722,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.175971907751798,1.21169015201738,0.226436906305254,0.96576744087933,16,604897,0.175928146511306,0.145568920178762,0.227642528958999,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
2611,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.173659726645327,1.21162099091705,0.22646335848494,0.965776482628041,4,1420155,0.173479420610425,0.143668440799198,0.228048663962429,YDR481C,PHO8,SGDID:S000002889,ORF,Verified ORF,"""Repressible vacuolar alkaline phosphatase; controls polyphosphate content; regulated by levels of Pi and by Pho4p ; Pho9p ; Pho80p ; Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN""",Verified ORF
2523,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.179416605279411,1.2113564252091,0.226564567874903,0.965807045754276,4,1305853,0.179464804824047,0.148462905908309,0.227541397981314,ARS436,ARS436,SGDID:S000130176,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
768,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.176863734676695,-1.21091260177373,0.226734424923109,0.965876224078798,2,699384,-0.176306945359682,0.146385350647208,0.229240789770651,YBR239C,ERT1,SGDID:S000000443,ORF,Verified ORF,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p""",Verified ORF
8886,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174980765642792,-1.21083048465139,0.226765862219206,0.965886987435208,13,561755,-0.176026226861668,0.144845798804284,0.225076694151722,YMR149W,SWP1,SGDID:S000004757,ORF,Verified ORF,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",Verified ORF
8154,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.175688652253815,-1.2107419929955,0.226799743403686,0.96591310248785,12,801096,-0.175961338855289,0.145450739565735,0.227178278018482,YLR336C,SGD1,SGDID:S000004328,ORF,Verified ORF,"""Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia""",Verified ORF
7297,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.173670484330327,1.21055655839509,0.226870753313021,0.965953168555827,11,547722,0.173507174587814,0.143803765990136,0.228411472148651,YKR054C,DYN1,SGDID:S000001762,ORF,Verified ORF,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
9109,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.17316868978113,1.21045515375813,0.226909591710646,0.965966391374328,13,762630,0.173168689781038,0.143399802185468,0.228012076453497,YNCM0034C,SNR86,SGDID:S000119075,Non-coding RNA,snoRNA gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314""",snoRNA_gene
11692,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.177682982212593,1.21016815062423,0.227019540913103,0.966026121415711,16,584312,0.177976555315086,0.147131845195254,0.227226554710236,YPR012W,YPR012W,SGDID:S000006216,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YPR012W is not an essential gene""",Dubious ORF
6326,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.180923230124326,1.21005795025801,0.227061768156196,0.966038340494632,10,488026,0.184199259485548,0.14984030998105,0.219776702202215,YJR031C,GEA1,SGDID:S000003792,ORF,Verified ORF,"""Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER ; Golgi organization ; and actin cytoskeleton organization; GEA1 has a paralog ; GEA2 ; that arose from the whole genome duplication""",Verified ORF
6822,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174655111647334,-1.20982814590248,0.227149844072077,0.966087550924638,11,52597,-0.175055199262638,0.14470260801387,0.22718112745158,YKL205W,LOS1,SGDID:S000001688,ORF,Verified ORF,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
5015,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.174054695220137,-1.20980784185977,0.227157627072496,0.966088184096975,8,165588,-0.174064485139105,0.144210420359775,0.228233637434968,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
10152,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.261744876435661,1.209558815291,0.227253100140807,0.966141053441065,15,138048,0.306337075578122,0.202997845861364,0.132176512222207,YOL097C,WRS1,SGDID:S000005457,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant""",Verified ORF
1382,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.17653420341122,-1.20953579549473,0.227261927037317,0.966141465630608,4,135873,-0.171742739221827,0.14628667256432,0.241180485740031,YDL181W,INH1,SGDID:S000002340,Close to 3'-UTR,Close to 3'-UTR,"""Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has a calmodulin-binding motif and binds calmodulin in vitro; INH1 has a paralog ; STF1 ; that arose from the whole genome duplication""",Verified ORF
3402,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173135558882073,-1.20953577162707,0.227261936189452,0.966141465630608,5,562116,-0.173135558882322,0.14348134612047,0.228364802504236,YER186C,YER186C,SGDID:S000000988,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
9270,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173567832007468,-1.20937519919784,0.227323514207348,0.966182843953803,14,22803,-0.173221836098396,0.143859471240534,0.229355955769712,YNL329C,PEX6,SGDID:S000005273,Close to 3'-UTR,Close to 3'-UTR,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
6961,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.173543579625649,1.20920551888954,0.227388597990324,0.966214997392168,11,171457,0.17313115667119,0.14385978047187,0.229600336379631,YKL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
104,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173777243485096,-1.20901187180759,0.227462890935872,0.966254004357063,1,139686,-0.173728840098822,0.14407499600911,0.228693629173854,YAL005C,SSA1,SGDID:S000000004,ORF,Verified ORF,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Verified ORF
168,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.210644918551057,1.20896742714784,0.227479944636466,0.966258185661066,1,192303,0.233046250639239,0.17295038063202,0.178691640213261,YAR035W,YAT1,SGDID:S000000080,Close to 3'-UTR,Close to 3'-UTR,"""Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated""",Verified ORF
112,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.173745232429937,-1.20864516269206,0.22760362694888,0.966344383185813,1,166222,-0.174573547172093,0.144088150969802,0.226485656383997,tA(UGC)A_NFR/NDR,,,Promoter,Promoter,,Promoter
7456,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.175746131935626,-1.20861676113121,0.227614529529738,0.966350340487776,12,43295,-0.173095129091442,0.145747863419437,0.235776113698005,YLL048C,YBT1,SGDID:S000003971,ORF,Verified ORF,"""Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog ; VMR1 ; that arose from the whole genome duplication""",Verified ORF
